x,y
0.0 , 0.0
0.0 , 0.7
-0.7 , 0.7
-0.7 , 4.8999999999999995
1.4 , 4.8999999999999995
1.4 , 5.6
3.5 , 5.6
3.5 , 6.3
5.6 , 6.3
5.6 , 7.0
3.5 , 7.0
3.5 , 7.699999999999999
2.8 , 7.699999999999999
2.8 , 8.399999999999999
5.6 , 8.399999999999999
5.6 , 9.1
4.8999999999999995 , 9.1
4.8999999999999995 , 9.799999999999999
4.199999999999999 , 9.799999999999999
4.199999999999999 , 10.5
2.8 , 10.5
2.8 , 11.2
2.0999999999999996 , 11.2
2.0999999999999996 , 12.6
2.8 , 12.6
2.8 , 13.299999999999999
4.8999999999999995 , 13.299999999999999
4.8999999999999995 , 12.6
7.0 , 12.6
7.0 , 11.899999999999999
7.699999999999999 , 11.899999999999999
7.699999999999999 , 11.2
8.399999999999999 , 11.2
8.399999999999999 , 11.899999999999999
9.1 , 11.899999999999999
9.1 , 14.0
9.799999999999999 , 14.0
9.799999999999999 , 15.399999999999999
10.5 , 15.399999999999999
10.5 , 21.7
9.799999999999999 , 21.7
9.799999999999999 , 22.4
10.5 , 22.4
10.5 , 23.799999999999997
11.2 , 23.799999999999997
11.2 , 24.5
11.899999999999999 , 24.5
11.899999999999999 , 23.099999999999998
11.2 , 23.099999999999998
11.2 , 21.0
11.899999999999999 , 21.0
11.899999999999999 , 21.7
13.299999999999999 , 21.7
13.299999999999999 , 22.4
14.7 , 22.4
14.7 , 25.9
16.099999999999998 , 25.9
16.099999999999998 , 26.599999999999998
16.799999999999997 , 26.599999999999998
16.799999999999997 , 29.4
16.099999999999998 , 29.4
16.099999999999998 , 30.099999999999998
14.0 , 30.099999999999998
14.0 , 30.799999999999997
13.299999999999999 , 30.799999999999997
13.299999999999999 , 30.099999999999998
12.6 , 30.099999999999998
12.6 , 30.799999999999997
11.899999999999999 , 30.799999999999997
11.899999999999999 , 32.199999999999996
13.299999999999999 , 32.199999999999996
13.299999999999999 , 32.9
14.0 , 32.9
14.0 , 32.199999999999996
18.2 , 32.199999999999996
18.2 , 28.7
18.9 , 28.7
18.9 , 26.599999999999998
19.599999999999998 , 26.599999999999998
19.599999999999998 , 25.9
18.9 , 25.9
18.9 , 25.2
18.2 , 25.2
18.2 , 23.799999999999997
23.099999999999998 , 23.799999999999997
23.099999999999998 , 25.2
23.799999999999997 , 25.2
23.799999999999997 , 25.9
25.2 , 25.9
25.2 , 27.299999999999997
25.9 , 27.299999999999997
25.9 , 30.099999999999998
24.5 , 30.099999999999998
24.5 , 32.9
25.2 , 32.9
25.2 , 32.199999999999996
28.0 , 32.199999999999996
28.0 , 32.9
28.7 , 32.9
28.7 , 32.199999999999996
31.499999999999996 , 32.199999999999996
31.499999999999996 , 30.099999999999998
30.799999999999997 , 30.099999999999998
30.799999999999997 , 29.4
28.7 , 29.4
28.7 , 28.0
28.0 , 28.0
28.0 , 26.599999999999998
27.299999999999997 , 26.599999999999998
27.299999999999997 , 20.299999999999997
28.0 , 20.299999999999997
28.0 , 19.599999999999998
28.7 , 19.599999999999998
28.7 , 18.2
29.4 , 18.2
29.4 , 16.799999999999997
30.099999999999998 , 16.799999999999997
30.099999999999998 , 16.099999999999998
30.799999999999997 , 16.099999999999998
30.799999999999997 , 16.799999999999997
32.199999999999996 , 16.799999999999997
32.199999999999996 , 17.5
32.9 , 17.5
32.9 , 19.599999999999998
33.599999999999994 , 19.599999999999998
33.599999999999994 , 18.9
34.3 , 18.9
34.3 , 15.399999999999999
33.599999999999994 , 15.399999999999999
33.599999999999994 , 14.7
32.9 , 14.7
32.9 , 14.0
32.199999999999996 , 14.0
32.199999999999996 , 13.299999999999999
31.499999999999996 , 13.299999999999999
31.499999999999996 , 12.6
28.0 , 12.6
28.0 , 13.299999999999999
26.599999999999998 , 13.299999999999999
26.599999999999998 , 14.0
23.099999999999998 , 14.0
23.099999999999998 , 13.299999999999999
22.4 , 13.299999999999999
22.4 , 12.6
21.0 , 12.6
21.0 , 11.899999999999999
18.2 , 11.899999999999999
18.2 , 12.6
16.799999999999997 , 12.6
16.799999999999997 , 10.5
16.099999999999998 , 10.5
16.099999999999998 , 4.8999999999999995
15.399999999999999 , 4.8999999999999995
15.399999999999999 , 4.199999999999999
14.7 , 4.199999999999999
14.7 , 2.8
13.299999999999999 , 2.8
13.299999999999999 , 2.0999999999999996
12.6 , 2.0999999999999996
12.6 , 1.4
11.899999999999999 , 1.4
11.899999999999999 , 0.7
3.5 , 0.7
3.5 , 0.0
0.0 , 0.0
